,index,ingredient_type
2973,3118,citrus
2974,3119,citrus
2975,3120,syrup
2976,3121,mixer
2977,3122,gin
2978,3123,syrup
2979,3124,citrus
2980,3125,herbal
2981,3126,mixer
2982,3127,cognac
2983,3128,liqueur
2984,3129,citrus
2985,3130,syrup
2986,3131,champagne
2987,3132,brandy
2988,3133,liqueur
2989,3134,liqueur
2990,3135,liqueur
2991,3136,citrus
2992,3137,citrus
2993,3138,syrup
2994,3139,tequila
2995,3140,liqueur
2996,3141,mixer
2997,3142,whiskey
2998,3143,liqueur
2999,3144,wine
3000,3145,citrus
3001,3146,brandy
3002,3147,liqueur
3003,3148,juice
3004,3149,liqueur
3005,3150,wine
3006,3151,citrus
3007,3152,bitters
3008,3153,gin
3009,3154,mixer
3010,3155,mixer
3011,3156,cream
3012,3157,spice
3013,3158,syrup
3014,3159,tequila
3015,3161,liqueur
3016,3162,citrus
3017,3163,fruit
3018,3164,mixer
3019,3165,whiskey
3020,3167,wine
3021,3168,citrus
3022,3169,mezcal
3023,3170,liqueur
3024,3171,citrus
3025,3172,wine
3026,3173,mixer
3027,3174,citrus
3028,3175,mezcal
3029,3176,citrus
3030,3177,syrup
3031,3178,liqueur
3032,3179,spicy
3033,3180,whiskey
3034,3181,syrup
3035,3182,absinthe
3036,3183,mezcal
3037,3184,liqueur
3038,3185,liqueur
3039,3186,citrus
3040,3187,brandy
3041,3188,brandy
3042,3189,syrup
3043,3190,citrus
3044,3191,gin
3045,3192,liqueur
3046,3193,cold
3047,3194,syrup
3048,3195,citrus
3049,3196,mixer
3050,3197,gin
3051,3198,citrus
3052,3199,spice
3053,3200,syrup
3054,3201,cold
3055,3202,citrus
3056,3203,spice
3057,3204,vodka
3058,3205,citrus
3059,3206,spice
3060,3207,liqueur
3061,3208,liqueur
3062,3209,whiskey
3063,3210,liqueur
3064,3211,liqueur
3065,3212,liqueur
3066,3213,liqueur
3067,3214,wine
3068,3215,gin
3069,3216,cognac
3070,3217,rum
3071,3220,sugar
3072,3222,liqueur
3073,3223,liqueur
3074,3225,citrus
3075,3226,syrup
3076,3227,wine
3077,3228,whiskey
3078,3230,liqueur
3079,3231,liqueur
3080,3232,liqueur
3081,3233,syrup
3082,1,herbal
3083,2,cold
3084,5,fruit
3085,6,cold
3086,7,juice
3087,12,cold
3088,13,citrus
3089,14,bitters
3090,19,citrus
3091,24,bitters
3092,25,bitters
3093,26,bitters
3094,29,herbal
3095,30,cold
3096,32,vegetable
3097,35,cold
3098,36,fruit
3099,37,citrus
3100,39,hoppy
3101,40,herbal
3102,41,cold
3103,47,cold
3104,49,herbal
3105,50,chocolate
3106,51,syrup
3107,53,herbal
3108,54,herbal
3109,55,fruit
3110,60,coffee
3111,61,bitters
3112,62,chocolate
3113,64,tropical
3114,67,sour
3115,68,citrus
3116,70,fruit
3117,72,cold
3118,75,sour
3119,76,cold
3120,81,cold
3121,82,herbal
3122,86,bitters
3123,87,herbal
3124,89,cold
3125,91,bitters
3126,92,herbal
3127,93,juice
3128,97,cold
3129,98,syrup
3130,101,herbal
3131,102,bitters
3132,104,cold
3133,107,tropical
3134,108,cold
3135,109,tropical
3136,110,fruit
3137,115,juice
3138,118,cold
3139,120,juice
3140,121,herbal
3141,122,cream
3142,123,fruit
3143,125,herbal
3144,128,grain
3145,133,cold
3146,134,cold
3147,137,bitters
3148,139,chocolate
3149,140,fruit
3150,141,chocolate
3151,145,cold
3152,146,cold
3153,148,herbal
3154,150,herbal
3155,153,cold
3156,154,tropical
3157,160,cold
3158,162,bitters
3159,164,herbal
3160,165,cold
3161,170,sugar
3162,172,herbal
3163,173,bitters
3164,174,cold
3165,177,grain
3166,178,herbal
3167,182,bitters
3168,184,tropical
3169,185,cold
3170,193,herbal
3171,195,herbal
3172,199,fruit
3173,213,cold
3174,214,juice
3175,217,citrus
3176,220,cold
3177,222,bitters
3178,223,cold
3179,224,fruit
3180,227,grain
3181,229,bitters
3182,233,herbal
3183,235,cold
3184,238,grain
3185,240,cold
3186,246,grain
3187,247,cold
3188,249,herbal
3189,250,cold
3190,253,grain
3191,254,cold
3192,255,juice
3193,256,hot
3194,257,syrup
3195,258,spicy
3196,261,beer
3197,263,wine
3198,264,cold
3199,266,herbal
3200,272,fruit
3201,274,cognac
3202,277,fruit
3203,279,fruit
3204,282,herbal
3205,283,cold
3206,285,tropical
3207,290,cold
3208,291,herbal
3209,292,fruit
3210,294,wine
3211,299,tropical
3212,301,tequila
3213,307,cold
3214,308,hot
3215,310,herbal
3216,319,cold
3217,322,bitters
3218,324,herbal
3219,325,sour
3220,326,citrus
3221,333,bitters
3222,337,bitters
3223,339,wine
3224,340,cold
3225,341,tropical
3226,343,herbal
3227,344,tropical
3228,346,chocolate
3229,349,juice
3230,350,bitters
3231,351,cold
3232,354,herbal
3233,356,syrup
3234,358,bitters
3235,362,herbal
3236,363,juice
3237,366,fruit
3238,367,fruit
3239,368,cold
3240,369,herbal
3241,373,fruit
3242,375,bitters
3243,378,fruit
3244,381,herbal
3245,382,cold
3246,383,fruit
3247,384,bitters
3248,385,herbal
3249,387,citrus
3250,391,bitters
3251,392,coffee
3252,393,spice
3253,395,herbal
3254,396,fruit
3255,399,herbal
3256,400,bitters
3257,402,tropical
3258,403,chocolate
3259,404,grain
3260,408,grain
3261,410,chocolate
3262,411,bitters
3263,414,syrup
3264,421,bitters
3265,425,syrup
3266,426,cold
3267,432,herbal
3268,433,citrus
3269,434,cold
3270,435,hot
3271,439,cold
3272,440,nut
3273,443,herbal
3274,444,cold
3275,445,fruit
3276,446,fruit
3277,448,bitters
3278,449,herbal
3279,450,chocolate
3280,454,cold
3281,455,tropical
3282,457,herbal
3283,458,nut
3284,466,herbal
3285,469,herbal
3286,470,tropical
3287,473,herbal
3288,474,cold
3289,478,beer
3290,481,bitters
3291,482,herbal
3292,485,herbal
3293,487,bitters
3294,490,cold
3295,495,bitters
3296,498,citrus
3297,499,cold
3298,502,herbal
3299,503,citrus
3300,504,cold
3301,506,gin
3302,507,herbal
3303,513,herbal
3304,517,herbal
3305,519,syrup
3306,520,cold
3307,523,hoppy
3308,524,juice
3309,526,cold
3310,527,herbal
3311,529,cold
3312,530,syrup
3313,532,bitters
3314,534,fruit
3315,537,herbal
3316,541,cold
3317,542,bitters
3318,544,hoppy
3319,545,herbal
3320,553,bitters
3321,554,grain
3322,556,bitters
3323,559,fruit
3324,561,bitters
3325,565,bitters
3326,569,bitters
3327,573,tea
3328,574,cold
3329,576,fruit
3330,579,juice
3331,580,cold
3332,582,herbal
3333,583,hoppy
3334,584,cold
3335,585,juice
3336,587,gin
3337,590,citrus
3338,591,chocolate
3339,592,citrus
3340,600,nut
3341,601,cold
3342,602,herbal
3343,608,fruit
3344,609,cold
3345,610,cold
3346,611,syrup
3347,613,fruit
3348,614,hoppy
3349,616,juice
3350,617,cold
3351,619,tequila
3352,620,cold
3353,621,citrus
3354,622,syrup
3355,623,chocolate
3356,626,syrup
3357,628,bitters
3358,629,fruit
3359,633,cold
3360,635,cold
3361,636,syrup
3362,637,juice
3363,641,spice
3364,645,fruit
3365,647,bitters
3366,649,fruit
3367,651,bitters
3368,655,gin
3369,656,cold
3370,657,herbal
3371,658,juice
3372,659,juice
3373,660,herbal
3374,661,bitters
3375,662,bitters
3376,663,cold
3377,666,bitters
3378,673,herbal
3379,675,cold
3380,676,cold
3381,678,hoppy
3382,679,juice
3383,681,grain
3384,684,bitters
3385,685,hoppy
3386,688,hoppy
3387,691,bitters
3388,692,bitters
3389,697,tropical
3390,698,cold
3391,699,fruit
3392,700,champagne
3393,702,fruit
3394,703,cold
3395,704,sugar
3396,705,fruit
3397,708,tropical
3398,709,cold
3399,711,grain
3400,720,tropical
3401,730,cold
3402,732,bitters
3403,734,fruit
3404,735,fruit
3405,739,herbal
3406,741,herbal
3407,742,cold
3408,743,tropical
3409,744,beer
3410,746,herbal
3411,747,herbal
3412,748,cold
3413,751,bitters
3414,752,chocolate
3415,756,cold
3416,757,citrus
3417,758,herbal
3418,761,juice
3419,762,cold
3420,763,herbal
3421,766,herbal
3422,767,bitters
3423,768,hoppy
3424,769,herbal
3425,770,cold
3426,771,herbal
3427,772,hoppy
3428,774,cold
3429,775,fruit
3430,777,hoppy
3431,778,herbal
3432,780,cold
3433,786,cold
3434,787,coffee
3435,789,herbal
3436,790,fruit
3437,791,fruit
3438,793,herbal
3439,794,herbal
3440,795,bitters
3441,797,tropical
3442,799,bitters
3443,801,wine
3444,802,cold
3445,803,syrup
3446,804,tropical
3447,806,herbal
3448,808,fruit
3449,811,herbal
3450,812,bitters
3451,813,vegetable
3452,817,beer
3453,818,syrup
3454,821,grain
3455,823,cold
3456,824,nut
3457,826,cold
3458,827,herbal
3459,828,syrup
3460,832,cold
3461,840,bitters
3462,845,bitters
3463,846,bitters
3464,849,bitters
3465,853,bitters
3466,856,chocolate
3467,857,chocolate
3468,858,extract
3469,860,bitters
3470,862,fruit
3471,863,sour
3472,864,rum
3473,866,wine
3474,867,cold
3475,868,syrup
3476,869,herbal
3477,873,coffee
3478,877,cold
3479,881,herbal
3480,882,fruit
3481,883,cold
3482,885,juice
3483,887,bitters
3484,889,herbal
3485,890,cold
3486,892,fruit
3487,895,cold
3488,897,herbal
3489,898,cold
3490,899,herbal
3491,900,herbal
3492,902,cold
3493,904,herbal
3494,905,cold
3495,906,syrup
3496,907,bitters
3497,915,bitters
3498,916,bitters
3499,918,fruit
3500,919,cold
3501,922,nut
3502,923,cold
3503,924,vegetable
3504,927,grain
3505,928,cold
3506,933,sugar
3507,934,cold
3508,937,herbal
3509,944,herbal
3510,946,fruit
3511,947,bitters
3512,950,cold
3513,951,herbal
3514,954,gin
3515,955,citrus
3516,957,cold
3517,958,juice
3518,961,wine
3519,967,herbal
3520,968,cold
3521,969,cold
3522,974,syrup
3523,976,cold
3524,978,beer
3525,980,cold
3526,981,bitters
3527,984,herbal
3528,985,fruit
3529,986,cold
3530,988,herbal
3531,990,cold
3532,994,cold
3533,997,tequila
3534,999,cold
3535,1000,tropical
3536,1004,fruit
3537,1008,herbal
3538,1011,juice
3539,1017,cold
3540,1020,cold
3541,1021,fruit
3542,1022,sugar
3543,1023,juice
3544,1025,syrup
3545,1026,cold
3546,1029,syrup
3547,1034,cold
3548,1037,herbal
3549,1038,syrup
3550,1041,tequila
3551,1042,syrup
3552,1045,syrup
3553,1046,cold
3554,1048,citrus
3555,1051,tequila
3556,1052,fruit
3557,1053,cold
3558,1054,citrus
3559,1055,fruit
3560,1057,herbal
3561,1061,cold
3562,1066,herbal
3563,1067,juice
3564,1068,cold
3565,1070,cold
3566,1072,spicy
3567,1075,fruit
3568,1076,cold
3569,1078,beer
3570,1080,juice
3571,1081,cold
3572,1082,sugar
3573,1086,cold
3574,1088,syrup
3575,1089,cold
3576,1093,bitters
3577,1095,cold
3578,1096,fruit
3579,1099,fruit
3580,1100,cold
3581,1105,cold
3582,1106,herbal
3583,1108,cold
3584,1113,syrup
3585,1116,fruit
3586,1117,chocolate
3587,1118,cold
3588,1124,coffee
3589,1126,herbal
3590,1127,cream
3591,1131,cold
3592,1133,herbal
3593,1137,cold
3594,1138,sugar
3595,1139,bitters
3596,1143,cold
3597,1144,fruit
3598,1145,juice
3599,1146,bitters
3600,1149,juice
3601,1150,herbal
3602,1151,herbal
3603,1152,herbal
3604,1153,grain
3605,1154,herbal
3606,1155,wine
3607,1156,cold
3608,1159,bitters
3609,1161,tropical
3610,1162,cold
3611,1163,citrus
3612,1164,vodka
3613,1165,tropical
3614,1166,cold
3615,1167,beer
3616,1168,bitters
3617,1172,hoppy
3618,1173,coffee
3619,1177,cold
3620,1179,grain
3621,1180,fruit
3622,1181,bitters
3623,1182,cold
3624,1183,nut
3625,1185,fruit
3626,1187,herbal
3627,1192,syrup
3628,1193,cold
3629,1194,juice
3630,1196,bitters
3631,1197,grain
3632,1199,herbal
3633,1204,cold
3634,1205,fruit
3635,1206,syrup
3636,1207,bitters
3637,1209,bitters
3638,1210,fruit
3639,1211,bitters
3640,1213,juice
3641,1215,juice
3642,1217,herbal
3643,1219,syrup
3644,1221,chocolate
3645,1222,chocolate
3646,1224,herbal
3647,1228,syrup
3648,1229,nut
3649,1230,cold
3650,1232,spicy
3651,1236,cold
3652,1239,cold
3653,1242,vodka
3654,1243,fruit
3655,1246,fruit
3656,1248,grain
3657,1249,sugar
3658,1250,herbal
3659,1255,herbal
3660,1257,herbal
3661,1259,herbal
3662,1262,cold
3663,1263,fruit
3664,1267,citrus
3665,1270,coffee
3666,1276,fruit
3667,1277,chocolate
3668,1281,syrup
3669,1282,cold
3670,1286,juice
3671,1287,syrup
3672,1291,juice
3673,1293,cold
3674,1294,syrup
3675,1301,vegetable
3676,1303,herbal
3677,1305,herbal
3678,1306,fruit
3679,1307,fruit
3680,1309,tequila
3681,1310,cold
3682,1314,bitters
3683,1315,chocolate
3684,1316,tropical
3685,1317,cold
3686,1320,cold
3687,1321,tropical
3688,1322,herbal
3689,1324,cold
3690,1328,spicy
3691,1330,fruit
3692,1333,wine
3693,1335,chocolate
3694,1336,fruit
3695,1339,fruit
3696,1340,cold
3697,1345,cold
3698,1346,cold
3699,1351,herbal
3700,1352,bitters
3701,1353,hoppy
3702,1354,cold
3703,1356,herbal
3704,1359,herbal
3705,1364,cold
3706,1365,juice
3707,1369,wine
3708,1370,nut
3709,1371,fruit
3710,1372,bitters
3711,1373,gin
3712,1374,cold
3713,1376,grain
3714,1378,fruit
3715,1379,herbal
3716,1380,cold
3717,1381,tropical
3718,1382,tequila
3719,1383,bitters
3720,1384,fruit
3721,1385,cold
3722,1388,herbal
3723,1392,cold
3724,1396,vegetable
3725,1399,cold
3726,1401,fruit
3727,1405,cold
3728,1406,herbal
3729,1407,cold
3730,1408,sugar
3731,1411,fruit
3732,1412,fruit
3733,1413,fruit
3734,1414,bitters
3735,1415,bitters
3736,1416,hoppy
3737,1419,cold
3738,1420,syrup
3739,1422,spicy
3740,1424,herbal
3741,1425,fruit
3742,1427,fruit
3743,1432,cold
3744,1434,syrup
3745,1435,bitters
3746,1436,vegetable
3747,1438,grain
3748,1439,syrup
3749,1440,cold
3750,1441,cold
3751,1442,grain
3752,1443,bitters
3753,1448,cold
3754,1449,herbal
3755,1450,tropical
3756,1451,herbal
3757,1454,cold
3758,1455,bitters
3759,1456,herbal
3760,1457,tropical
3761,1458,herbal
3762,1461,cold
3763,1466,cold
3764,1469,fruit
3765,1470,juice
3766,1471,cold
3767,1476,whiskey
3768,1478,herbal
3769,1479,tequila
3770,1480,herbal
3771,1481,cold
3772,1482,fruit
3773,1487,fruit
3774,1491,cold
3775,1495,fruit
3776,1497,syrup
3777,1499,grain
3778,1501,fruit
3779,1502,herbal
3780,1503,cold
3781,1508,herbal
3782,1509,cold
3783,1512,herbal
3784,1514,herbal
3785,1519,tropical
3786,1520,cold
3787,1522,tropical
3788,1525,cold
3789,1526,syrup
3790,1530,herbal
3791,1531,cold
3792,1533,vegetable
3793,1537,fruit
3794,1538,herbal
3795,1540,syrup
3796,1542,herbal
3797,1544,fruit
3798,1549,bitters
3799,1551,chocolate
3800,1552,cream
3801,1553,fruit
3802,1554,herbal
3803,1556,bitters
3804,1557,grain
3805,1558,herbal
3806,1559,bitters
3807,1560,chocolate
3808,1563,cold
3809,1566,wine
3810,1567,cold
3811,1568,herbal
3812,1569,fruit
3813,1575,cold
3814,1578,fruit
3815,1579,bitters
3816,1585,grain
3817,1586,tequila
3818,1588,sour
3819,1593,cold
3820,1598,fruit
3821,1600,grain
3822,1601,citrus
3823,1602,bitters
3824,1603,herbal
3825,1607,cold
3826,1608,fruit
3827,1610,fruit
3828,1612,herbal
3829,1614,herbal
3830,1619,grain
3831,1621,fruit
3832,1622,fruit
3833,1625,fruit
3834,1626,mixer
3835,1627,juice
3836,1628,sour
3837,1630,bitters
3838,1634,herbal
3839,1635,bitters
3840,1637,herbal
3841,1638,fruit
3842,1639,cold
3843,1640,bitters
3844,1641,tequila
3845,1643,chocolate
3846,1645,cold
3847,1653,cold
3848,1654,juice
3849,1655,cold
3850,1658,fruit
3851,1659,cold
3852,1664,herbal
3853,1665,herbal
3854,1666,bitters
3855,1667,bitters
3856,1668,herbal
3857,1670,cold
3858,1672,fruit
3859,1674,herbal
3860,1676,herbal
3861,1677,herbal
3862,1686,cold
3863,1688,tropical
3864,1689,tropical
3865,1691,hoppy
3866,1692,cold
3867,1694,beer
3868,1696,cognac
3869,1697,cold
3870,1698,syrup
3871,1701,cognac
3872,1704,sugar
3873,1705,cold
3874,1712,fruit
3875,1713,cold
3876,1714,grain
3877,1716,bitters
3878,1718,fruit
3879,1720,bitters
3880,1721,fruit
3881,1723,beer
3882,1725,cold
3883,1726,sugar
3884,1730,tropical
3885,1731,chocolate
3886,1733,fruit
3887,1734,chocolate
3888,1735,cream
3889,1736,sugar
3890,1738,cold
3891,1739,cognac
3892,1740,cold
3893,1742,tequila
3894,1743,citrus
3895,1745,fruit
3896,1747,syrup
3897,1750,fruit
3898,1753,fruit
3899,1755,chocolate
3900,1757,cold
3901,1758,spicy
3902,1759,herbal
3903,1761,chocolate
3904,1765,cold
3905,1771,juice
3906,1780,tropical
3907,1783,cold
3908,1794,cold
3909,1803,herbal
3910,1805,cold
3911,1809,herbal
3912,1813,syrup
3913,1814,cold
3914,1816,bitters
3915,1820,citrus
3916,1821,bitters
3917,1822,fruit
3918,1827,juice
3919,1828,syrup
3920,1829,cold
3921,1830,grain
3922,1831,herbal
3923,1832,fruit
3924,1833,juice
3925,1835,cold
3926,1836,syrup
3927,1837,juice
3928,1840,cold
3929,1842,herbal
3930,1844,herbal
3931,1846,grain
3932,1850,herbal
3933,1853,bitters
3934,1855,cold
3935,1857,fruit
3936,1858,herbal
3937,1860,herbal
3938,1864,herbal
3939,1865,juice
3940,1867,cold
3941,1868,bitters
3942,1871,cold
3943,1875,chocolate
3944,1876,tequila
3945,1877,cold
3946,1878,fruit
3947,1879,citrus
3948,1880,citrus
3949,1881,cold
3950,1884,bitters
3951,1886,cold
3952,1887,bitters
3953,1892,grain
3954,1895,cold
3955,1896,tropical
3956,1898,chocolate
3957,1904,wine
3958,1906,cold
3959,1907,herbal
3960,1910,cold
3961,1911,fruit
3962,1913,herbal
3963,1915,sugar
3964,1916,herbal
3965,1919,herbal
3966,1920,citrus
3967,1921,cold
3968,1925,herbal
3969,1926,cold
3970,1927,herbal
3971,1930,cold
3972,1932,herbal
3973,1936,herbal
3974,1937,herbal
3975,1940,cold
3976,1941,fruit
3977,1944,juice
3978,1945,herbal
3979,1949,cold
3980,1950,cold
3981,1951,tequila
3982,1953,bitters
3983,1954,juice
3984,1955,syrup
3985,1959,chocolate
3986,1961,fruit
3987,1962,cold
3988,1965,cold
3989,1966,cream
3990,1967,herbal
3991,1970,cold
3992,1971,syrup
3993,1972,citrus
3994,1975,cold
3995,1976,citrus
3996,1977,tropical
3997,1979,fruit
3998,1980,herbal
3999,1981,cold
4000,1982,juice
4001,1985,fruit
4002,1986,herbal
4003,1987,cold
4004,1989,fruit
4005,1991,cold
4006,1994,fruit
4007,1995,herbal
4008,1996,cold
4009,2001,cold
4010,2003,fruit
4011,2004,cold
4012,2006,citrus
4013,2007,citrus
4014,2013,herbal
4015,2014,cold
4016,2018,fruit
4017,2019,cold
4018,2020,bitters
4019,2024,cold
4020,2025,fruit
4021,2026,vodka
4022,2027,citrus
4023,2033,cold
4024,2035,herbal
4025,2039,cold
4026,2041,herbal
4027,2042,spicy
4028,2045,juice
4029,2046,cold
4030,2048,herbal
4031,2050,herbal
4032,2052,fruit
4033,2053,cold
4034,2058,herbal
4035,2063,cold
4036,2067,cold
4037,2068,cold
4038,2069,syrup
4039,2072,cold
4040,2073,fruit
4041,2077,herbal
4042,2078,tequila
4043,2079,bitters
4044,2080,fruit
4045,2081,cold
4046,2085,cold
4047,2086,syrup
4048,2091,cold
4049,2092,herbal
4050,2094,cold
4051,2095,cold
4052,2098,juice
4053,2101,chocolate
4054,2102,fruit
4055,2103,fruit
4056,2107,citrus
4057,2109,bitters
4058,2111,cold
4059,2116,tropical
4060,2117,chocolate
4061,2120,fruit
4062,2123,cold
4063,2127,juice
4064,2129,juice
4065,2130,syrup
4066,2131,cold
4067,2136,syrup
4068,2142,cold
4069,2145,herbal
4070,2150,herbal
4071,2151,gin
4072,2152,cold
4073,2155,cold
4074,2161,cold
4075,2163,bitters
4076,2170,bitters
4077,2173,fruit
4078,2180,syrup
4079,2182,bitters
4080,2183,bitters
4081,2184,tropical
4082,2186,fruit
4083,2189,herbal
4084,2190,cold
4085,2191,champagne
4086,2192,bitters
4087,2195,cold
4088,2198,cold
4089,2199,wine
4090,2205,cold
4091,2206,sugar
4092,2207,bitters
4093,2209,herbal
4094,2210,bitters
4095,2211,bitters
4096,2214,syrup
4097,2215,bitters
4098,2217,sour
4099,2218,juice
4100,2219,bitters
4101,2220,cold
4102,2221,fruit
4103,2222,bitters
4104,2225,fruit
4105,2226,fruit
4106,2227,bitters
4107,2228,tropical
4108,2229,cold
4109,2233,herbal
4110,2234,cold
4111,2236,herbal
4112,2238,fruit
4113,2239,herbal
4114,2240,cold
4115,2242,fruit
4116,2245,brandy
4117,2246,cold
4118,2247,juice
4119,2250,grain
4120,2252,herbal
4121,2258,sour
4122,2260,chocolate
4123,2261,fruit
4124,2262,citrus
4125,2265,citrus
4126,2266,bitters
4127,2268,cold
4128,2271,cold
4129,2277,fruit
4130,2279,cold
4131,2282,herbal
4132,2283,syrup
4133,2284,cold
4134,2285,grain
4135,2288,cold
4136,2292,cold
4137,2296,cold
4138,2298,herbal
4139,2300,fruit
4140,2302,juice
4141,2305,fruit
4142,2306,cold
4143,2309,cold
4144,2310,herbal
4145,2311,wine
4146,2314,cold
4147,2315,herbal
4148,2316,fruit
4149,2320,fruit
4150,2324,juice
4151,2325,cold
4152,2326,herbal
4153,2328,rum
4154,2329,herbal
4155,2330,cold
4156,2335,fruit
4157,2338,chocolate
4158,2340,fruit
4159,2341,herbal
4160,2342,cold
4161,2346,juice
4162,2347,tea
4163,2348,cold
4164,2349,fruit
4165,2351,herbal
4166,2352,chocolate
4167,2353,cold
4168,2355,cold
4169,2356,juice
4170,2359,cold
4171,2364,cold
4172,2370,cold
4173,2373,fruit
4174,2374,cold
4175,2375,syrup
4176,2379,cold
4177,2381,herbal
4178,2382,herbal
4179,2383,cold
4180,2385,hoppy
4181,2386,herbal
4182,2387,citrus
4183,2388,cold
4184,2389,chocolate
4185,2391,grain
4186,2393,cold
4187,2398,cold
4188,2399,juice
4189,2400,herbal
4190,2411,cold
4191,2413,grain
4192,2415,fruit
4193,2416,cold
4194,2419,cold
4195,2421,citrus
4196,2422,hoppy
4197,2423,herbal
4198,2424,cold
4199,2425,juice
4200,2427,cold
4201,2428,citrus
4202,2431,bitters
4203,2432,herbal
4204,2433,herbal
4205,2435,cold
4206,2436,cold
4207,2439,bitters
4208,2440,cold
4209,2441,grain
4210,2442,herbal
4211,2443,cold
4212,2444,bitters
4213,2447,nut
4214,2448,cold
4215,2449,fruit
4216,2452,cold
4217,2454,nut
4218,2455,tropical
4219,2458,citrus
4220,2459,cold
4221,2462,tropical
4222,2464,juice
4223,2465,cold
4224,2468,cold
4225,2476,nut
4226,2479,nut
4227,2480,fruit
4228,2481,cold
4229,2483,hoppy
4230,2484,cold
4231,2485,herbal
4232,2487,bitters
4233,2489,syrup
4234,2490,cold
4235,2492,cold
4236,2495,cold
4237,2496,juice
4238,2497,herbal
4239,2498,syrup
4240,2503,cold
4241,2504,citrus
4242,2512,cold
4243,2514,citrus
4244,2515,cold
4245,2516,sugar
4246,2518,citrus
4247,2519,cold
4248,2520,cold
4249,2522,fruit
4250,2533,cold
4251,2537,citrus
4252,2538,cold
4253,2540,bitters
4254,2541,fruit
4255,2542,cold
4256,2544,cold
4257,2545,cold
4258,2546,fruit
4259,2548,cold
4260,2550,wine
4261,2551,chocolate
4262,2552,herbal
4263,2553,tropical
4264,2555,fruit
4265,2557,cold
4266,2560,juice
4267,2562,tequila
4268,2563,fruit
4269,2564,herbal
4270,2565,cold
4271,2566,bitters
4272,2568,sugar
4273,2569,cold
4274,2570,fruit
4275,2572,cold
4276,2575,herbal
4277,2579,fruit
4278,2582,spice
4279,2585,herbal
4280,2586,cold
4281,2590,bitters
4282,2595,herbal
4283,2597,juice
4284,2598,herbal
4285,2603,cold
4286,2604,bitters
4287,2607,gin
4288,2608,cold
4289,2609,nut
4290,2612,bitters
4291,2614,chocolate
4292,2616,fruit
4293,2617,fruit
4294,2618,herbal
4295,2619,hot
4296,2622,herbal
4297,2627,bitters
4298,2629,herbal
4299,2631,bitters
4300,2632,fruit
4301,2638,citrus
4302,2639,bitters
4303,2641,fruit
4304,2642,fruit
4305,2643,mixer
4306,2646,herbal
4307,2647,vegetable
4308,2649,grain
4309,2650,grain
4310,2651,sugar
4311,2655,bitters
4312,2658,grain
4313,2663,fruit
4314,2669,herbal
4315,2671,fruit
4316,2673,grain
4317,2676,sugar
4318,2678,chocolate
4319,2682,fruit
4320,2684,herbal
4321,2686,fruit
4322,2687,grain
4323,2698,herbal
4324,2701,bitters
4325,2707,bitters
4326,2708,grain
4327,2713,fruit
4328,2714,fruit
4329,2717,herbal
4330,2718,bitters
4331,2719,grain
4332,2720,wine
4333,2721,herbal
4334,2722,fruit
4335,2723,wine
4336,2724,herbal
4337,2727,gin
4338,2732,herbal
4339,2733,fruit
4340,2734,tequila
4341,2744,fruit
4342,2745,grain
4343,2749,bitters
4344,2750,fruit
4345,2752,bitters
4346,2756,herbal
4347,2757,fruit
4348,2764,grain
4349,2772,fruit
4350,2775,herbal
4351,2776,herbal
4352,2777,herbal
4353,2779,fruit
4354,2780,bitters
4355,2781,herbal
4356,2786,grain
4357,2789,grain
4358,2795,fruit
4359,2797,juice
4360,2800,bitters
4361,2802,herbal
4362,2804,bitters
4363,2806,fruit
4364,2810,grain
4365,2811,fruit
4366,2812,fruit
4367,2814,fruit
4368,2823,wine
4369,2824,herbal
4370,2828,bitters
4371,2829,fruit
4372,2831,hoppy
4373,2832,citrus
4374,2836,tropical
4375,2841,fruit
4376,2845,citrus
4377,2848,bitters
4378,2852,bitters
4379,2856,fruit
4380,2859,herbal
4381,2862,cold
4382,2863,fruit
4383,2867,cold
4384,2869,nut
4385,2872,coffee
4386,2876,citrus
4387,2877,fruit
4388,2879,herbal
4389,2881,herbal
4390,2889,fruit
4391,2897,nut
4392,2899,tea
4393,2903,sugar
4394,2907,herbal
4395,2911,fruit
4396,2913,herbal
4397,2914,citrus
4398,2918,citrus
4399,2923,bitters
4400,2924,herbal
4401,2926,herbal
4402,2929,juice
4403,2933,juice
4404,2935,juice
4405,2936,juice
4406,2938,syrup
4407,2941,cold
4408,2943,fruit
4409,2946,citrus
4410,2947,herbal
4411,2949,cold
4412,2950,bitters
4413,2953,cold
4414,2955,bitters
4415,2956,herbal
4416,2958,citrus
4417,2959,herbal
4418,2961,syrup
4419,2962,bitters
4420,2965,herbal
4421,2966,coffee
4422,2973,fruit
4423,2976,herbal
4424,2977,syrup
4425,2978,cold
4426,2979,fruit
4427,2980,herbal
4428,2982,tropical
4429,2983,cold
4430,2986,bitters
4431,2987,herbal
4432,2989,fruit
4433,2990,citrus
4434,2994,cold
4435,2995,cold
4436,2997,fruit
4437,2998,herbal
4438,3000,cold
4439,3004,fruit
4440,3015,cold
4441,3022,juice
4442,3023,tropical
4443,3025,cold
4444,3026,grain
4445,3028,nut
4446,3029,fruit
4447,3030,cold
4448,3031,fruit
4449,3035,nut
4450,3037,syrup
4451,3038,citrus
4452,3039,citrus
4453,3041,grain
4454,3043,bitters
4455,3044,bitters
4456,3045,wine
4457,3046,beer
4458,3048,fruit
4459,3050,cold
4460,3052,spicy
