tConst,title,year,rating,votes
tt0095520,Walk on Fire,1988,5.9,60.0
tt0095527,Linie 1,1988,6.7,137.0
tt0095530,Little Dorrit,1987,7.3,974.0
tt0095533,Last Romance,1988,6.9,88.0
tt0095541,Long hu zhi duo xing,1988,6.1,9.0
tt0095542,Dragon Fight,1989,6.0,835.0
tt0095543,Long zhi jia zu,1988,6.0,105.0
tt0095547,The Lords of Magick,1989,3.8,84.0
tt0095548,Lost in Amsterdam,1989,6.0,36.0
tt0095557,Lurkers,1988,4.1,346.0
tt0095560,Mac and Me,1988,3.3,11052.0
tt0095561,Macao oder die Rückseite des Meeres,1988,7.4,27.0
tt0095562,Macho Dancer,1988,6.1,376.0
tt0095563,Mad About You,1989,7.1,91.0
tt0095564,Madame Sousatzka,1988,6.7,1263.0
tt0095565,Made in U.S.A.,1987,5.4,386.0
tt0095568,La maison de jade,1988,6.5,35.0
tt0095569,La maison de Jeanne,1988,6.5,19.0
tt0095574,Little Vera,1988,7.0,1617.0
tt0095582,Mangeclous,1988,4.9,113.0
tt0095583,Maniac Cop,1988,6.0,12892.0
tt0095584,"Manika, une vie plus tard",1989,6.8,54.0
tt0095585,Mannigan's Force,1988,3.8,30.0
tt0095593,Married to the Mob,1988,6.2,15284.0
tt0095594,Martha Jellneck,1988,7.5,19.0
tt0095595,"Martha, Ruth & Edie",1988,4.9,16.0
tt0095598,La maschera,1988,6.5,103.0
tt0095599,Masquerade,1988,6.0,3125.0
tt0095601,Matar al Nani,1988,5.9,73.0
tt0095608,Meet the Hollowheads,1989,5.4,593.0
tt0095613,Memories of Me,1988,5.7,901.0
tt0095622,Menya zovut Arlekino,1988,6.4,117.0
tt0095625,La méridienne,1988,6.4,48.0
tt0095626,Messenger of Death,1988,5.6,2325.0
tt0095627,Mestizo,1988,6.4,5.0
tt0095630,Midnight Movie Massacre,1988,2.9,202.0
tt0095631,Midnight Run,1988,7.5,68160.0
tt0095632,Before the Bat's Flight Is Done,1989,6.8,175.0
tt0095633,Mignon Has Come to Stay,1988,6.6,293.0
tt0095638,The Milagro Beanfield War,1988,6.8,5726.0
tt0095639,Milagro en Roma,1989,7.0,136.0
tt0095640,Miles from Home,1988,5.7,1234.0
tt0095644,Miss Caribe,1988,5.2,66.0
tt0095645,Miss Right,1982,3.9,45.0
tt0095646,Missing Link,1988,6.1,328.0
tt0095647,Mississippi Burning,1988,7.8,82016.0
tt0095651,My Friend the Traitor,1988,4.8,105.0
tt0095652,Monkey Shines,1988,6.2,10025.0
tt0095655,Moonwalker,1988,6.1,15204.0
tt0095656,Morgan's Cake,1989,5.7,14.0
tt0095657,The Moromete Family,1987,8.9,3473.0
tt0095658,Mortu Nega,1988,7.0,44.0
tt0095659,Mortuary Academy,1988,5.0,297.0
tt0095660,The Most Dangerous Man in the World,1988,5.7,9.0
tt0095665,Mr. North,1988,5.9,1157.0
tt0095666,Mr. Universe,1988,6.8,26.0
tt0095675,Women on the Verge of a Nervous Breakdown,1988,7.5,32960.0
tt0095676,A Mulher do Próximo,1988,6.5,44.0
tt0095680,It's Murphy's Fault,1988,6.1,24.0
tt0095681,Mutters Maske,1988,6.5,93.0
tt0095687,My Stepmother Is an Alien,1988,5.3,24091.0
tt0095700,Off Season,1988,7.2,9.0
tt0095705,The Naked Gun: From the Files of Police Squad!,1988,7.6,141498.0
tt0095706,Nan bei ma da,1988,6.3,63.0
tt0095710,Let Sleeping Cops Lie,1988,5.6,683.0
tt0095715,Alice,1988,7.5,10733.0
tt0095716,Necromancer,1988,4.0,386.0
tt0095717,Un negro con un saxo,1989,6.3,20.0
tt0095718,Ya bon les blancs,1988,6.2,151.0
tt0095719,The Nest,1988,5.3,1919.0
tt0095722,Never on Tuesday,1989,4.6,565.0
tt0095728,The Spider Labyrinth,1988,6.6,487.0
tt0095729,The Tribulations of Balthazar Kober,1988,7.0,162.0
tt0095730,The Night Before,1988,6.4,2392.0
tt0095735,A Night in Havana: Dizzy Gillespie in Cuba,1988,7.8,30.0
tt0095736,A Night in the Life of Jimmy Reardon,1988,5.6,2461.0
tt0095740,Nightmare Beach,1989,5.3,1325.0
tt0095743,Niiwam,1988,7.0,8.0
tt0095751,No hagas planes con Marga,1988,5.8,10.0
tt0095752,Norman's Awesome Experience,1988,5.5,78.0
tt0095753,¿Nos traicionará el presidente?,1988,6.0,12.0
tt0095755,Not Since Casanova,1988,8.3,15.0
tt0095756,Not of This Earth,1988,4.8,2042.0
tt0095758,Women's Prison,1988,6.4,69.0
tt0095759,The Bengali Night,1988,6.0,275.0
tt0095760,La nuit avec Hortense,1988,5.6,8.0
tt0095761,La nuit de l'océan,1992,5.3,15.0
tt0095764,Lumberjacking,1988,7.0,228.0
tt0095765,Cinema Paradiso,1988,8.5,211603.0
tt0095774,Off Limits,1988,6.2,2465.0
tt0095786,Wuthering Heights,1988,6.9,181.0
tt0095790,Open Fire,1989,4.9,39.0
tt0095793,L'orchestre rouge,1989,6.2,82.0
tt0095794,Fine Gold,1989,5.4,37.0
tt0095795,"Osen, Chertanovo...",1988,6.2,26.0
tt0095796,Tora-san's Salad-Day Memorial,1988,6.4,31.0
tt0095799,Otto - Der Neue Film,1987,5.8,2024.0
tt0095800,The Bear,1988,7.7,15719.0
tt0095801,Bagdad Cafe,1987,7.4,11620.0
tt0095806,The Outside Chance of Maximilian Glick,1988,6.8,206.0
tt0095809,PS sista sommaren,1988,4.4,283.0
tt0095814,Smokescreen,1988,5.2,119.0
tt0095820,Pantarej,1988,6.3,6.0
tt0095821,Caged in Paradiso,1990,3.4,64.0
tt0095822,Little Bird of Happiness,1988,6.9,98.0
tt0095823,Paris by Night,1988,6.2,132.0
tt0095827,Pascali's Island,1988,6.8,934.0
tt0095828,A Man of Passion,1989,5.6,113.0
tt0095832,Pass the Ammo,1988,6.2,469.0
tt0095833,Welcome to Germany,1988,6.8,60.0
tt0095834,Pathos - Segreta inquietudine,1988,5.1,107.0
tt0095835,Patti Rocks,1988,6.1,275.0
tt0095836,Patty Hearst,1988,6.2,1295.0
tt0095840,Payback,1990,4.5,49.0
tt0095841,La peau et les os,1988,6.8,16.0
tt0095842,Thick Skinned,1989,7.2,69.0
tt0095843,Tall Stories,1988,7.0,58.0
tt0095844,Penelopy,1989,4.2,8.0
tt0095845,The Penitent,1988,6.1,118.0
tt0095849,The Perfect Model,1988,5.8,16.0
tt0095852,Périgord noir,1989,5.5,37.0
tt0095853,Permanent Record,1988,6.4,1816.0
tt0095857,Pestonjee,1988,7.1,149.0
tt0095861,The Doublecross,1988,6.1,68.0
tt0095864,The Philosopher,1989,6.2,171.0
tt0095865,Where's Officer Tuba?,1986,6.1,154.0
tt0095866,I picari,1987,6.5,300.0
tt0095867,Picasso Trigger,1988,4.5,990.0
tt0095870,Piec kobiet na tle morza,1987,6.8,5.0
tt0095871,Pin,1988,6.6,3648.0
tt0095872,Piravi,1989,7.7,218.0
tt0095873,Urinal,1988,6.6,58.0
tt0095877,Platoon Leader,1988,5.4,1494.0
tt0095878,Pledge Night,1990,4.7,501.0
tt0095881,Little Sweetheart,1989,6.1,263.0
tt0095882,Police Academy 5: Assignment: Miami Beach,1988,4.6,31101.0
tt0095889,Poltergeist III,1988,4.7,16047.0
tt0095890,Polyot ptitsy,1988,7.1,23.0
tt0095891,Les portes tournantes,1988,6.6,168.0
tt0095895,Powaqqatsi,1988,7.3,7391.0
tt0095898,Preuve d'amour,1988,4.2,17.0
tt0095899,Prezumptsiya nevinovnosti,1988,6.3,62.0
tt0095900,Prime Evil,1988,3.8,657.0
tt0095903,The Prince of Pennsylvania,1988,5.8,1023.0
tt0095904,Prison,1987,5.8,3633.0
tt0095905,Women in Prison,1988,6.1,69.0
tt0095906,Private Affairs,1988,5.5,50.0
tt0095915,Promis... juré!,1987,5.9,57.0
tt0095916,Promised Land,1987,5.7,1151.0
tt0095920,Summer Temptations,1988,4.6,135.0
tt0095924,Pulse,1988,5.5,2041.0
tt0095925,Pumpkinhead,1988,6.2,18885.0
tt0095929,Purgatory,1988,3.8,238.0
tt0095930,Purple People Eater,1988,4.7,874.0
tt0095931,The Pursuit of Happiness,1988,5.4,7.0
tt0095932,"Pust ya umru, Gospodi...",1988,6.4,14.0
tt0095937,Painted Faces,1988,7.0,274.0
tt0095940,High Frequency,1988,6.5,223.0
tt0095943,A Few Days with Me,1988,7.0,784.0
tt0095947,Der Radfahrer von San Cristóbal,1988,6.3,6.0
tt0095948,I ragazzi di via Panisperna,1988,7.2,109.0
tt0095949,Karate Warrior 2,1988,4.0,198.0
tt0095952,Dial: Help,1988,4.5,392.0
tt0095953,Rain Man,1988,8.0,453075.0
tt0095956,Rambo III,1988,5.8,115959.0
tt0095957,Rami og Julie,1988,4.1,45.0
tt0095958,Rampage,1987,6.2,1853.0
tt0095961,Abunômaru: Ingyaku,1988,6.2,67.0
tt0095967,Directed by Andrei Tarkovsky,1988,7.9,498.0
tt0095973,Rembrandt Laughing,1989,7.3,38.0
tt0095977,Rent-a-Cop,1987,4.5,1562.0
tt0095978,Rented Lips,1988,3.9,274.0
tt0095979,Resan,1987,7.3,79.0
tt0095984,Retribution,1987,5.9,679.0
tt0095985,Return from the River Kwai,1989,4.9,868.0
tt0095990,Return of the Living Dead II,1988,5.8,17373.0
tt0095994,Retén de mujeres,1988,5.8,6.0
tt0095997,Rituelen,1989,5.8,91.0
tt0096003,Rocket Gibraltar,1988,6.6,1727.0
tt0096004,The Keepers of the Fog,1988,6.2,19.0
tt0096005,Rokovaya oshibka,1989,6.1,22.0
tt0096006,The Story of Fausta,1987,6.3,147.0
tt0096015,Yuan nu,1988,7.2,37.0
tt0096020,Råttornas vinter,1988,4.1,36.0
tt0096021,Rødtotterne og Tyrannos,1988,5.8,17.0
tt0096022,SOS,1988,6.2,4238.0
tt0096025,Sailors Don't Cry,1990,5.6,67.0
tt0096026,Les saisons du plaisir,1988,5.1,220.0
tt0096027,Sakura-tai Chiru,1988,6.8,21.0
tt0096028,Salaam Bombay!,1988,8.0,7973.0
tt0096029,Salome's Last Dance,1988,6.5,1338.0
tt0096030,Salsa,1988,5.0,1018.0
tt0096031,"Couples, Couples, Couples",1988,5.5,27.0
tt0096036,Summer Thefts,1988,7.6,66.0
tt0096037,Satisfaction,1988,4.9,3231.0
tt0096040,Savage Justice,1988,4.7,51.0
tt0096049,Scavengers,1988,4.7,43.0
tt0096052,Schmetterlinge,1988,7.5,44.0
tt0096053,"Schodami w góre, schodami w dól",1988,4.8,5.0
tt0096054,School Daze,1988,6.0,5750.0
tt0096057,Ein Schweizer namens Nötzli,1988,5.7,73.0
tt0096058,Schön war die Zeit,1988,7.0,11.0
tt0096061,Scrooged,1988,7.0,81726.0
tt0096067,El secreto de Romelia,1988,6.4,33.0
tt0096072,Seven Hours to Judgment,1988,4.7,215.0
tt0096073,The Seventh Sign,1988,5.9,12476.0
tt0096074,Severance,1988,5.5,13.0
tt0096075,Sexpot,1990,5.6,36.0
tt0096078,Sha zhi lian,1988,6.5,83.0
tt0096082,The Shadowed Mind,1988,4.6,19.0
tt0096083,Shadowman,1988,7.2,44.0
tt0096084,Shadows in the Storm,1988,3.7,161.0
tt0096085,Message from the Future,1989,6.5,27.0
tt0096090,Leung sheung ching yuen,1993,5.0,14.0
tt0096094,She's Having a Baby,1988,5.9,10848.0
tt0096098,Shoot to Kill,1988,6.8,11032.0
tt0096102,Shuo huang de nu ren,1989,6.2,23.0
tt0096103,Double Fattiness,1988,6.9,71.0
tt0096104,Shut,1988,7.3,85.0
tt0096109,Silent Assassins,1988,4.9,207.0
tt0096112,From Russia with Rock,1988,7.1,10.0
tt0096115,The Yuppie Fantasia,1989,6.2,76.0
tt0096116,Skyggen af Emma,1988,6.6,302.0
tt0096117,Slaughterhouse Rock,1988,4.1,635.0
tt0096118,Sleepaway Camp II: Unhappy Campers,1988,5.7,9498.0
tt0096119,Sleepaway Camp III: Teenage Wasteland,1989,5.2,6810.0
tt0096120,Slipping Into Darkness,1988,4.4,87.0
tt0096121,Sluga,1989,7.0,137.0
tt0096123,Smart Money,1986,5.0,28.0
tt0096128,"Soha, sehol, senkinek!",1988,7.4,51.0
tt0096131,A Soldier's Tale,1989,6.1,185.0
tt0096138,Sonata marymoncka,1988,4.8,5.0
tt0096141,The Lead,1989,6.6,190.0
tt0096142,Sorority Babes in the Slimeball Bowl-O-Rama,1988,5.0,2919.0
tt0096143,Sortis de route,1988,7.2,6.0
tt0096144,Too Beautiful to Die,1988,5.1,222.0
tt0096147,South of Reno,1988,6.2,122.0
tt0096148,Souvenir,1989,7.1,67.0
tt0096149,Space Mutiny,1988,2.1,6393.0
tt0096150,Spalding Gray: Terrors of Pleasure,1988,6.7,152.0
tt0096153,Spellcaster,1988,4.5,493.0
tt0096154,Spies Inc.,1992,3.6,61.0
tt0096160,Splendor,1989,7.1,735.0
tt0096161,Split Decisions,1988,5.2,807.0
tt0096163,The Vanishing,1988,7.7,31113.0
tt0096164,Starlight: A Musical Movie,1988,6.0,22.0
tt0096167,Stars in Broad Daylight,1988,6.7,65.0
tt0096171,Stealing Home,1988,6.7,3943.0
tt0096175,Sternberg - Shooting Star,1989,6.5,25.0
tt0096176,Sticky Fingers,1988,5.0,301.0
tt0096177,Still Life: The Fine Art of Murder,1990,4.6,84.0
tt0096183,Strike of the Panther,1988,4.5,150.0
tt0096184,Strul,1988,5.8,2041.0
tt0096188,The Suitors,1988,6.3,49.0
tt0096189,A Summer Story,1988,7.2,910.0
tt0096190,Summertime Blues,1988,4.8,558.0
tt0096194,Super Xuxa Contra o Baixo Astral,1988,3.2,723.0
tt0096198,Svetlaya lichnost,1988,6.2,54.0
tt0096200,Sweet Hearts Dance,1988,5.7,753.0
tt0096201,Sweet Lies,1987,4.3,200.0
tt0096202,Sweetwater,1988,5.5,89.0
tt0096206,A Sétima Letra,1989,7.7,6.0
tt0096210,Tabu,1988,6.5,45.0
tt0096211,Taffin,1988,5.6,1385.0
tt0096217,The Tale of Ruby Rose,1987,6.5,77.0
tt0096218,Tales from the Gimli Hospital,1988,6.6,1185.0
tt0096219,Talk Radio,1988,7.3,11936.0
tt0096220,Talking to Strangers,1988,7.1,71.0
tt0096221,Tango Bar,1987,6.4,147.0
tt0096222,To Miss with Love,1992,5.3,64.0
tt0096223,Tapeheads,1988,5.7,3684.0
tt0096224,A Taste of Hemlock,1989,7.2,16.0
tt0096239,Teen Vamp,1988,3.2,133.0
tt0096240,Tokyo: The Last Megalopolis,1988,6.0,305.0
tt0096242,The Spell,1987,6.9,89.0
tt0096245,Terre sacrée,1988,5.8,5.0
tt0096246,The Terror Within,1989,4.9,1267.0
tt0096248,El tesoro,1988,6.0,43.0
tt0096249,Le testament d'un poète juif assassiné,1988,6.3,15.0
tt0096250,Testimony,1987,7.1,224.0
tt0096251,Tetsuo,1989,7.0,17814.0
tt0096252,Tezaab,1988,7.0,1741.0
tt0096253,Thank You Satan,1989,4.2,39.0
tt0096257,The Thin Blue Line,1988,8.0,20444.0
tt0096261,Thrilled to Death,1988,4.8,30.0
tt0096263,Gunmen,1988,6.1,167.0
tt0096267,Tiger Warsaw,1988,4.8,705.0
tt0096268,Back to Ararat,1988,4.5,75.0
tt0096271,A Time of Destiny,1988,5.1,336.0
tt0096280,To Kill a Priest,1988,6.1,1330.0
tt0096281,Tokyo Pop,1988,6.7,205.0
tt0096282,Tommy Tricker and the Stamp Traveller,1988,6.9,932.0
tt0096283,My Neighbor Totoro,1988,8.2,252372.0
tt0096284,Gangs,1988,7.3,34.0
tt0096288,Landscape in the Mist,1988,8.0,6354.0
tt0096289,Torch Song Trilogy,1988,7.7,6439.0
tt0096299,La trasgressione,1987,5.3,31.0
tt0096303,Treffen in Travers,1988,6.4,14.0
tt0096309,Three Seats for the 26th,1988,6.1,315.0
tt0096310,Troma's War,1988,5.7,1598.0
tt0096316,Tucker: The Man and His Dream,1988,6.9,14993.0
tt0096319,Twice Dead,1988,5.4,514.0
tt0096320,Twins,1988,6.1,107574.0
tt0096321,Twister,1989,5.2,1851.0
tt0096322,Two Brothers Running,1988,6.0,8.0
tt0096325,Two to Tango,1989,5.0,33.0
tt0096326,Técnicas de duelo: Una cuestión de honor,1988,7.1,68.0
tt0096329,Ubit drakona,1988,8.0,1327.0
tt0096334,Unde esti copilarie?,1988,6.0,14.0
tt0096335,Graveyard Shift II,1988,3.7,147.0
tt0096336,Story of Women,1988,7.5,3612.0
tt0096337,A Tale of the Wind,1988,7.0,710.0
tt0096338,Une nuit à l'Assemblée Nationale,1988,4.7,75.0
tt0096343,Unmasked Part 25,1988,5.7,348.0
tt0096344,The Unnamable,1988,4.9,2064.0
tt0096349,The Uppercrust,1981,6.9,74.0
tt0096353,Urusei Yatsura 5: The Final Chapter,1988,7.0,228.0
tt0096358,Vadon,1989,7.2,11.0
tt0096364,Vampire at Midnight,1988,4.3,180.0
tt0096366,Vargens tid,1988,4.0,98.0
tt0096369,Velvet Dreams,1988,5.1,59.0
tt0096370,Veneno que tú me dieras,1989,4.5,11.0
tt0096377,Veverka a kouzelna musle,1988,5.4,18.0
tt0096378,Vibes,1988,5.7,3165.0
tt0096380,Vice Versa,1988,5.9,8883.0
tt0096381,Vicious!,1988,6.3,77.0
tt0096382,Victim of the Brain,1988,7.8,47.0
tt0096383,Viktoriya,1988,7.0,6.0
tt0096390,Vijay,1988,5.5,180.0
tt0096391,Vila Orhideja,1988,7.4,52.0
tt0096394,The Virgin Queen of St. Francis High,1987,3.6,122.0
tt0096399,Solovky Power,1988,7.8,29.0
tt0096403,Time of Violence,1988,9.0,1950.0
tt0096404,Vroeger is dood,1987,6.9,53.0
tt0096405,Vroom,1988,5.6,126.0
tt0096406,El vuelo de la paloma,1989,6.2,78.0
tt0096407,"Vy chyo, starichyo?",1988,7.4,20.0
tt0096410,Walking After Midnight,1988,7.1,34.0
tt0096411,Waller's Last Trip,1989,6.4,104.0
tt0096416,War Requiem,1989,6.5,665.0
tt0096417,Warbirds,1989,3.3,65.0
tt0096419,Warlords,1988,4.2,221.0
tt0096420,Warm Nights on a Slow Moving Train,1987,5.8,137.0
tt0096421,Si Buta lawa Jaka Sembung,1983,5.3,47.0
tt0096425,Watchers,1988,5.4,3777.0
tt0096426,Waxwork,1988,6.2,10151.0
tt0096427,We Think the World of You,1988,6.0,355.0
tt0096436,White Ghost,1988,4.5,326.0
tt0096437,Whiteforce,1988,5.2,45.0
tt0096438,Who Framed Roger Rabbit,1988,7.7,173444.0
tt0096442,Vienna Is Different: 50 Years After the Anschluss,1989,6.6,8.0
tt0096446,Willow,1988,7.3,96131.0
tt0096454,Without a Clue,1988,7.0,8957.0
tt0096455,The Wizard of Loneliness,1988,6.1,219.0
tt0096461,As Tears Go By,1988,7.0,7599.0
tt0096464,A World Apart,1988,6.8,1374.0
tt0096465,World Gone Wild,1987,5.1,672.0
tt0096467,Centipede Horror,1982,5.3,267.0
tt0096468,Wu long zei ti shen,1988,6.4,17.0
tt0096469,Wu ye tian shi,1990,5.5,17.0
tt0096471,Xie luo ji,1989,6.3,25.0
tt0096472,School on Fire,1988,7.3,349.0
tt0096476,Yasemin,1988,6.8,237.0
tt0096477,Yateem,1988,6.3,159.0
tt0096478,Yellow River Fighter,1988,6.9,122.0
tt0096483,You Can't Hurry Love,1988,4.8,415.0
tt0096487,Young Guns,1988,6.9,51799.0
tt0096489,Cherry Blossoms,1988,6.5,53.0
tt0096490,"Yue liang, xing xing, tai yang",1988,6.6,82.0
tt0096491,The Soloist,1988,6.1,7.0
tt0096492,A Forgotten Tune for the Flute,1987,7.4,685.0
tt0096495,Zan Boko,1988,7.2,60.0
tt0096496,Zanzibar,1989,5.5,30.0
tt0096497,Zapretnaya zona,1988,5.7,29.0
tt0096498,Canary Yellow,1989,5.6,128.0
tt0096501,Zelly and Me,1988,6.1,358.0
tt0096502,Zhan long,1988,5.3,73.0
tt0096503,Zhena kerosinshchika,1989,6.9,107.0
tt0096507,Born to Defense,1986,5.7,1770.0
tt0096508,Zimmer 36,1988,4.5,10.0
tt0096509,Zits,1988,5.8,58.0
tt0096510,Zivot sa stricem,1988,7.2,262.0
tt0096511,Zombie 3,1988,4.9,4149.0
tt0096512,The Crazy Companies,1988,6.0,179.0
tt0096513,Outlaw Brothers,1990,6.7,149.0
tt0096514,Lovable Zanies II,1988,4.4,450.0
tt0096515,flüstern & SCHREIEN,1989,7.9,39.0
tt0096516,À corps perdu,1988,6.7,140.0
tt0096517,À gauche en sortant de l'ascenseur,1988,6.7,1555.0
tt0096520,Århus by night,1989,6.3,310.0
tt0096521,Éhes ingovány,1988,6.3,11.0
tt0096522,Ballet,1989,5.8,444.0
tt0096523,L'étudiante,1988,5.7,1684.0
tt0096735,100 Jahre Adolf Hitler - Die letzte Stunde im Führerbunker,1989,5.8,327.0
tt0096740,300 Miles to Heaven,1989,7.2,766.0
tt0096741,Game Over,1989,6.4,970.0
tt0096742,Town Musicians of Bremen,1989,6.5,185.0
tt0096745,A Wopbobaloobop a Lopbamboom,1989,6.3,43.0
tt0096746,About That Strange Girl,1989,6.6,9.0
tt0096747,"Water, Wind, Dust",1989,6.5,150.0
tt0096748,Aag Se Khelenge,1989,5.3,38.0
tt0096752,Abrahams Gold,1990,7.5,72.0
tt0096755,Torrents of Spring,1989,5.9,302.0
tt0096759,Ad un passo dall'aurora,1989,5.7,26.0
tt0096760,Ada in the Jungle,1988,3.9,19.0
tt0096761,Adam Clayton Powell,1989,6.5,39.0
tt0096765,Affetti speciali,1989,5.6,7.0
tt0096766,"Luisa, Carla, Lorenza e... le affettuose lontananze",1989,6.1,9.0
tt0096767,African Express,1990,3.5,37.0
tt0096768,African Timber,1989,4.1,24.0
tt0096769,After Midnight,1989,5.6,1530.0
tt0096770,After School,1988,4.0,90.0
tt0096771,Afternoon When Flowers Fell,1989,7.6,7.0
tt0096778,Aje aje bara aje,1989,6.9,125.0
tt0096785,Alien from the Deep,1989,4.0,474.0
tt0096786,Alienator,1990,3.2,1233.0
tt0096787,All Dogs Go to Heaven,1989,6.8,34004.0
tt0096791,God's Will,1989,7.7,10.0
tt0096797,Malù e l'amante,1991,5.3,46.0
tt0096801,American Boyfriends,1989,5.2,118.0
tt0096802,American Eagle,1989,5.1,78.0
tt0096806,American risciò,1989,4.7,188.0
tt0096811,An le zhan chang,1989,6.5,132.0
tt0096817,Angels,1990,5.8,16.0
tt0096818,The Angry Earth,1989,7.5,16.0
tt0096823,Anni tahtoo äidin,1989,6.0,35.0
tt0096824,Another Chance,1989,4.6,162.0
tt0096825,"Any Time, Any Play",1990,3.8,27.0
tt0096826,Proud and Confident,1989,5.4,50.0
tt0096827,Apoorva Sagodharargal,1989,8.3,2950.0
tt0096828,The War Is Over,1989,6.9,366.0
tt0096829,Après la pluie,1989,6.4,9.0
tt0096830,Aquí huele a muerto... (¡pues yo no he sido!),1990,4.0,306.0
tt0096837,The Assassin,1990,4.5,62.0
tt0096842,Asterix and the Big Fight,1989,6.4,6900.0
tt0096852,Notebook on Cities and Clothes,1989,6.4,732.0
tt0096857,L'Autrichienne,1990,7.3,88.0
tt0096858,Avariya - doch menta,1989,6.6,334.0
tt0096859,L'avaro,1990,6.1,267.0
tt0096860,Extraordinary Adventure of an Ordinary Papa,1990,2.7,24.0
tt0096863,My Twentieth Century,1989,7.1,1178.0
tt0096870,Going Overboard,1989,1.8,11921.0
tt0096871,Baby Blood,1990,5.9,1389.0
tt0096875,Catchfire,1990,5.4,3112.0
tt0096876,Bad Blood,1989,4.5,103.0
tt0096877,Esmeralda Bay,1989,4.7,71.0
tt0096878,Les baisers de secours,1989,6.9,273.0
tt0096879,Bal na dworcu w Koluszkach,1990,5.8,30.0
tt0096885,Wild Search,1989,6.6,415.0
tt0096890,Bankomatt,1989,6.1,9.0
tt0096894,"Bashu, the Little Stranger",1989,8.0,2215.0
tt0096895,Batman,1989,7.5,323469.0
tt0096896,Batwara,1989,6.5,168.0
tt0096901,Bearskin: An Urban Fairytale,1989,6.3,75.0
tt0096902,The Beer Drinker's Guide to Fitness and Filmmaking,1987,7.9,33.0
tt0096908,A City of Sadness,1989,7.9,3806.0
tt0096911,"Bert Rigby, You're a Fool",1989,6.0,236.0
tt0096914,Die Besteigung des Chimborazo,1989,6.8,21.0
tt0096918,Beverly Hills Brats,1989,3.7,258.0
tt0096919,Beyond Dream's Door,1989,5.3,275.0
tt0096920,Beyond the Door III,1989,4.9,681.0
tt0096921,Beyond the Stars,1989,5.2,985.0
tt0096922,Bhrashtachar,1989,4.7,103.0
tt0096923,The Big Bang,1989,6.7,177.0
tt0096924,Nipagesh Basivuv,1987,3.9,56.0
tt0096925,Big Man on Campus,1989,6.2,1301.0
tt0096926,The Big Picture,1989,6.2,4525.0
tt0096930,The Drayman and the King,1989,6.3,79.0
tt0096933,Black Rain,1989,6.7,47000.0
tt0096934,Black Snow,1989,5.3,48.0
tt0096935,Tennessee Waltz,1989,5.7,224.0
tt0096936,Blades,1989,4.8,446.0
tt0096937,Blagorodnyy razboynik Vladimir Dubrovskiy,1990,7.1,89.0
tt0096938,La blanca paloma,1989,5.5,133.0
tt0096943,Blaze,1989,6.0,3431.0
tt0096944,Blind Fear,1989,4.6,152.0
tt0096945,Blind Fury,1989,6.4,13841.0
tt0096950,Blood Nasty,1989,4.9,99.0
tt0096951,Blood Red,1989,3.6,647.0
tt0096952,Bloodfist,1989,4.8,941.0
tt0096953,Bloodhounds of Broadway,1989,5.6,1098.0
tt0096954,Bloodmoon,1990,4.6,421.0
tt0096959,Spogliando Valeria,1989,4.6,28.0
tt0096962,The Wiz Kid,1989,6.2,125.0
tt0096965,Les bois noirs,1989,5.8,70.0
tt0096966,The Battle of Kosovo,1989,7.6,2262.0
tt0096967,The Book of Manson,1989,7.1,22.0
tt0096968,Boris Godounov,1989,7.1,249.0
tt0096969,Born on the Fourth of July,1989,7.2,92700.0
tt0096971,The Bounty Hunter,1989,4.3,73.0
tt0096978,Brenda Starr,1989,4.8,961.0
tt0096986,Brothers in Arms,1988,5.2,84.0
tt0096992,Bumazhnye glaza Prishvina,1990,6.9,24.0
tt0096993,Boomerang Boomerang,1989,6.1,23.0
tt0096994,Bunker Palace Hôtel,1989,6.5,772.0
tt0096995,Burndown,1990,3.7,80.0
tt0096998,Buying Time,1988,4.9,35.0
tt0096999,Bye Bye Blues,1989,7.1,280.0
tt0097000,Bye bye chaperon rouge,1989,5.6,109.0
tt0097001,C.H.U.D. II: Bud the Chud,1989,4.1,3086.0
tt0097003,Cage,1989,5.0,544.0
tt0097004,Caged Fury,1990,3.8,581.0
tt0097008,Cameron's Closet,1988,4.9,771.0
tt0097012,Cappuccino,1989,5.4,19.0
tt0097017,The Carpenter,1988,4.8,394.0
tt0097020,Time of the Servants,1989,6.9,158.0
tt0097028,Cat Chaser,1989,5.2,1070.0
tt0097029,Catch Me If You Can,1989,6.1,523.0
tt0097031,Cemetery High,1988,2.7,250.0
tt0097035,Cha Cha Cha,1989,6.2,233.0
tt0097036,Chains,1989,5.9,70.0
tt0097037,The Chair,1988,3.8,177.0
tt0097044,Chances Are,1989,6.5,10117.0
tt0097045,Chandni,1989,6.8,1444.0
tt0097050,The Adventures of Milo and Otis,1986,7.0,10154.0
tt0097051,What Time Is It?,1989,7.2,829.0
tt0097052,Checking Out,1989,4.8,379.0
tt0097053,Cheetah,1989,6.0,844.0
tt0097054,Framed,1989,5.7,15.0
tt0097062,"Chyornaya roza - emblema pechali, krasnaya roza - emblema lyubvi",1990,7.1,569.0
tt0097063,The Belt,1989,4.7,42.0
tt0097067,City Hunter: .357 Magnum,1989,7.1,303.0
tt0097070,Clovek proti zkáze,1989,7.5,64.0
tt0097071,Co lubia tygrysy,1989,5.7,62.0
tt0097072,Cobra Mission 2,1988,3.7,33.0
