tConst,title,year,rating,votes
tt0097073,Code Name Vengeance,1987,4.1,83.0
tt0097074,Cohen and Tate,1988,6.4,1813.0
tt0097075,Cold Comfort,1989,6.2,308.0
tt0097076,Cold Feet,1989,4.7,343.0
tt0097077,Cold Front,1989,4.1,242.0
tt0097078,Cold Heat,1989,2.8,70.0
tt0097079,Cold Justice,1991,6.4,34.0
tt0097095,Coming Out,1989,6.9,1440.0
tt0097099,Common Threads: Stories from the Quilt,1989,8.0,581.0
tt0097100,Communion,1989,5.6,5196.0
tt0097106,A Tale of Springtime,1990,7.3,3223.0
tt0097107,Continental,1990,6.0,52.0
tt0097108,"The Cook, the Thief, His Wife & Her Lover",1989,7.6,32850.0
tt0097109,Cookie,1989,5.3,1027.0
tt0097112,Corsa di primavera,1989,7.6,16.0
tt0097113,The Things of Love,1989,6.8,352.0
tt0097114,Coupe-franche,1989,4.0,9.0
tt0097115,Courage Mountain,1990,5.7,690.0
tt0097116,Cousins,1989,6.3,4082.0
tt0097122,Um Crime de Luxo,1991,6.5,6.0
tt0097123,Crimes and Misdemeanors,1989,7.9,51923.0
tt0097124,Criminal Act,1989,3.6,122.0
tt0097125,Criminal Law,1988,5.7,3357.0
tt0097126,Cripples Go Christmas,1987,7.3,9.0
tt0097131,Cruising Bar,1989,6.8,975.0
tt0097136,Cutting Class,1989,4.4,4163.0
tt0097139,Mark of Cain,1989,5.5,16.0
tt0097140,Cézanne - Conversation with Joachim Gasquet,1990,7.2,78.0
tt0097141,Da gong kuang xian qu,1989,5.9,23.0
tt0097142,Dad,1989,6.3,4362.0
tt0097145,Where the Outback Ends,1989,6.1,14.0
tt0097146,Damned River,1989,5.0,184.0
tt0097147,Dan shen gui zu,1989,5.2,20.0
tt0097150,City Rhythms,1989,7.3,76.0
tt0097155,Memories of a Marriage,1989,7.0,611.0
tt0097156,Dark Before Dawn,1988,4.3,45.0
tt0097162,Dead Calm,1989,6.8,34897.0
tt0097166,Dead Bang,1989,6.1,3106.0
tt0097170,Deadly Spygames,1989,2.8,60.0
tt0097171,Deadly Weapon,1989,3.9,229.0
tt0097172,Dealers,1989,5.5,317.0
tt0097174,Deathstalker and the Warriors from Hell,1988,2.8,1732.0
tt0097178,Deep Blood,1990,3.0,204.0
tt0097179,DeepStar Six,1989,5.3,9654.0
tt0097184,Demonstone,1990,4.7,134.0
tt0097192,Les deux Fragonard,1989,5.3,30.0
tt0097195,Why Has Bodhi-Dharma Left for the East?,1989,7.5,1173.0
tt0097202,The Killer,1989,7.8,44033.0
tt0097206,Diploma za smrt,1989,7.7,86.0
tt0097207,Dirty Games,1989,5.0,37.0
tt0097208,Dirty Love,1988,4.6,113.0
tt0097212,Diva Futura - L'avventura dell'amore,1989,5.0,68.0
tt0097216,Do the Right Thing,1989,7.9,78773.0
tt0097223,Time of the Gypsies,1988,8.3,23308.0
tt0097224,Domino,1988,3.7,319.0
tt0097225,Le diaboliche,1987,5.8,14.0
tt0097226,Dotsuitarunen,1989,7.1,38.0
tt0097229,Der Drache Daniel,1989,6.2,14.0
tt0097230,Dracula's Widow,1988,4.0,370.0
tt0097236,Dream a Little Dream,1989,5.9,5993.0
tt0097239,Driving Miss Daisy,1989,7.4,92533.0
tt0097240,Drugstore Cowboy,1989,7.3,30566.0
tt0097244,God of Gamblers,1989,7.3,4319.0
tt0097245,Do si lip yan,1989,5.4,12.0
tt0097250,Dykket,1989,6.4,341.0
tt0097253,Dezha vyu,1990,7.6,1136.0
tt0097259,Easy Kill,1989,4.3,41.0
tt0097261,Eat a Bowl of Tea,1989,6.2,589.0
tt0097262,Eddie and the Cruisers II: Eddie Lives!,1989,6.3,2562.0
tt0097263,Edge of Sanity,1989,5.3,1238.0
tt0097264,Eeshwar,1989,7.3,420.0
tt0097265,One of Us,1989,7.0,99.0
tt0097269,A Thousand and One Wives,1989,6.0,8.0
tt0097277,Enemy Unseen,1989,5.3,53.0
tt0097278,Winter's Child,1989,6.1,150.0
tt0097279,Les enfants du désordre,1989,6.3,122.0
tt0097282,Entertaining the Troops,1988,8.7,98.0
tt0097289,Erik the Viking,1989,6.3,12396.0
tt0097293,Escape from Safehaven,1989,5.8,69.0
tt0097294,Estación Central,1989,7.6,64.0
tt0097298,Eternity,1990,2.7,142.0
tt0097299,Eto bylo u morya,1989,7.1,37.0
tt0097304,Everything's for You,1989,6.8,14.0
tt0097305,Evil Altar,1988,3.5,128.0
tt0097306,The Evil Below,1989,3.4,215.0
tt0097307,Il bosco 1,1988,3.5,490.0
tt0097313,The Exiles,1989,7.1,19.0
tt0097314,The Experts,1989,4.8,2174.0
tt0097317,Eye of the Eagle 2: Inside the Enemy,1989,5.0,87.0
tt0097318,Eye of the Widow,1991,3.6,57.0
tt0097322,The Fabulous Baker Boys,1989,6.8,20809.0
tt0097323,Face of the Enemy,1989,6.8,26.0
tt0097330,Fancy Dance,1989,6.8,188.0
tt0097334,Farewell to the King,1989,6.3,2506.0
tt0097335,Fast Food,1989,4.6,629.0
tt0097336,Fat Man and Little Boy,1989,6.5,6596.0
tt0097337,Fatal Bet,1989,6.2,8.0
tt0097338,Fatal Exposure,1989,5.3,70.0
tt0097339,Father,1990,7.0,124.0
tt0097340,Faust - Vom Himmel durch die Welt zur Hölle,1988,5.9,41.0
tt0097341,The Favorite,1989,4.6,241.0
tt0097344,Beyond the Sunset,1989,8.0,27.0
tt0097345,Close Escape,1989,6.0,23.0
tt0097348,The Unmatchable Match,1990,6.2,218.0
tt0097351,Field of Dreams,1989,7.5,102836.0
tt0097357,La fine della notte,1989,7.2,17.0
tt0097365,Flesh Gordon Meets the Cosmic Cheerleaders,1990,3.6,1342.0
tt0097366,Fletch Lives,1989,6.1,18732.0
tt0097367,Flori de gheata,1989,7.2,12.0
tt0097368,The Fly II,1989,5.0,20436.0
tt0097371,Food of the Gods II,1989,3.8,1055.0
tt0097372,For All Mankind,1989,8.2,4801.0
tt0097373,For Queen & Country,1988,5.6,2095.0
tt0097374,For harde livet,1989,6.0,53.0
tt0097375,Forbidden Sun,1988,4.9,91.0
tt0097376,Force majeure,1989,6.4,407.0
tt0097377,Forced March,1989,7.2,60.0
tt0097382,Helmut Newton: Frames from the Edge,1989,7.1,174.0
tt0097383,Francesco,1989,6.4,1275.0
tt0097389,"Friends, Lovers, & Lunatics",1989,4.4,99.0
tt0097390,Fright Night Part 2,1988,5.9,10785.0
tt0097396,"It's a Mad, Mad, Mad World III",1989,6.0,102.0
tt0097400,Luna di sangue,1989,4.0,42.0
tt0097404,Future Hunters,1988,4.6,366.0
tt0097405,Fathers' Day,1990,4.7,99.0
tt0097409,An Enemy of the People,1989,7.4,847.0
tt0097410,Gunhed,1989,5.5,799.0
tt0097411,Garaga,1989,5.1,80.0
tt0097416,Kadhalan,1994,7.2,1651.0
tt0097417,Seven Minutes,1989,6.5,205.0
tt0097422,Gesucht: Monika Ertl,1989,9.0,12.0
tt0097426,Ghetto Blaster,1989,4.1,244.0
tt0097427,Ghost Writer,1989,5.2,202.0
tt0097428,Ghostbusters II,1989,6.6,174210.0
tt0097433,Massacre Play,1989,7.1,43.0
tt0097437,Gitanjali,1989,8.2,2071.0
tt0097438,Gleaming the Cube,1989,6.3,6690.0
tt0097439,Glembajevi,1988,7.7,630.0
tt0097443,The Gods Must Be Crazy II,1989,6.9,15292.0
tt0097444,Godzilla vs. Biollante,1989,6.6,4710.0
tt0097448,Brown Bread Sandwiches,1989,6.5,32.0
tt0097449,"Goodnight, Sweet Marilyn",1989,3.1,48.0
tt0097455,Grandmother's House,1988,5.3,771.0
tt0097456,Grave Secrets,1989,4.3,220.0
tt0097457,Great Balls of Fire!,1989,6.2,14760.0
tt0097458,Gross Anatomy,1989,6.2,3414.0
tt0097462,Guerriers et captives,1990,6.4,26.0
tt0097463,Gui gou ren,1989,4.9,40.0
tt0097464,Real Men Don't Eat Gummi Bears,1989,3.4,42.0
tt0097465,Highschool Girls,1989,7.3,16.0
tt0097466,Guru,1989,6.6,96.0
tt0097473,Hajen som visste för mycket,1989,6.1,616.0
tt0097474,Halloween 5: The Revenge of Michael Myers,1989,5.2,32472.0
tt0097475,A halálraítélt,1990,7.1,21.0
tt0097480,Hardcase and Fist,1989,3.6,101.0
tt0097481,Harlem Nights,1989,6.1,18981.0
tt0097490,Heart of Dixie,1989,5.2,627.0
tt0097494,A hecc,1989,7.2,17.0
tt0097498,Hellgate,1989,3.4,1321.0
tt0097499,Henry V,1989,7.5,27145.0
tt0097500,Her Alibi,1989,5.8,6507.0
tt0097505,High Finance Woman,1990,4.6,86.0
tt0097506,High Score,1990,4.2,8.0
tt0097507,High Stakes,1989,4.2,201.0
tt0097515,"Hiver 54, l'abbé Pierre",1989,6.2,210.0
tt0097516,Hollywood Boulevard II,1990,5.2,79.0
tt0097521,Homer and Eddie,1989,5.3,1615.0
tt0097524,China White,1989,4.2,336.0
tt0097525,Hopnick,1990,5.6,32.0
tt0097526,Endless Horizons,1953,6.9,21.0
tt0097527,The Horror Show,1989,5.0,3169.0
tt0097528,Hot Times at Montclair High,1989,3.7,200.0
tt0097536,Hua gui you xian gong si,1989,5.5,24.0
tt0097537,Dream of Desire,1989,5.0,8.0
tt0097543,The Dog That Smiled,1989,7.4,79.0
tt0097549,A Handful of Time,1989,6.5,256.0
tt0097550,I Bought a Vampire Motorcycle,1990,5.6,946.0
tt0097557,"I, Madman",1989,6.0,2552.0
tt0097562,The Glory and Misery of Human Life,1988,6.5,75.0
tt0097563,Ilaaka,1989,4.7,120.0
tt0097569,Imorron och imorron och imorron,1989,6.1,10.0
tt0097570,In Country,1989,5.8,2626.0
tt0097571,In Fading Light,1991,7.7,18.0
tt0097572,"In meinem Herzen, Schatz...",1989,7.4,7.0
tt0097573,In the Cold of the Night,1990,3.9,527.0
tt0097574,Up to Date,1989,6.3,227.0
tt0097578,"Inimene, keda polnud",1990,6.5,44.0
tt0097579,An Innocent Man,1989,6.5,5853.0
tt0097583,Orapronobis,1989,6.7,120.0
tt0097584,Interdevochka,1989,7.0,928.0
tt0097585,Bathroom Intimacy,1991,6.8,61.0
tt0097589,Io Gilda,1989,4.8,52.0
tt0097590,"Io, Peter Pan",1989,5.0,8.0
tt0097591,Iris,1987,6.5,180.0
tt0097594,Ice Palace,1987,6.5,518.0
tt0097595,Iskolakerülök,1989,7.2,18.0
tt0097596,Iskusstvo zhit v Odesse,1989,6.1,69.0
tt0097597,Island,1989,6.1,69.0
tt0097598,Istana kecantikan,1989,5.9,9.0
tt0097599,Istanbul,1989,4.4,69.0
tt0097600,It Had to Be You,1989,6.4,20.0
tt0097603,J'ai été au bal,1989,7.6,67.0
tt0097604,J'aurais jamais dû croiser son regard...,1989,3.7,25.0
tt0097612,Jan Rap en z'n maat,1989,5.9,117.0
tt0097613,The January Man,1989,5.6,5997.0
tt0097614,I'm the King of the Castle,1989,6.8,509.0
tt0097615,Je t'ai dans la peau,1990,6.1,8.0
tt0097618,The Iceman Cometh,1989,6.6,728.0
tt0097619,"The Fun, the Luck & the Tycoon",1990,6.3,198.0
tt0097620,Jiang shi da nao xi men ding,1988,4.4,5.0
tt0097621,"Jiboa, il sentiero dei diamanti",1989,6.4,9.0
tt0097624,Into the Night,1988,4.8,6.0
tt0097625,The Jitters,1989,4.5,148.0
tt0097626,Johnny Handsome,1989,6.2,8441.0
tt0097631,Hitz,1992,4.6,89.0
tt0097632,Jungle Assault,1989,5.3,72.0
tt0097635,Jesus of Montreal,1989,7.5,6592.0
tt0097636,The Jönsson Gang in Mallorca,1989,5.9,3045.0
tt0097637,K-9,1989,6.0,30186.0
tt0097642,Kanoon Apna Apna,1989,5.5,121.0
tt0097645,Karachi,1989,4.5,46.0
tt0097649,The Ship Angelica,1989,6.2,115.0
tt0097650,Lily Was Here,1989,5.7,248.0
tt0097651,Katala,1989,6.4,104.0
tt0097654,Kazyonnyy dom,1989,6.6,18.0
tt0097655,Keaton's Cop,1990,4.8,181.0
tt0097658,Kick That Habit,1989,7.7,22.0
tt0097659,Kickboxer,1989,6.5,46458.0
tt0097660,Little But Tough,1989,6.6,12.0
tt0097663,The Kill Reflex,1989,4.0,220.0
tt0097664,Kill Slade,1989,5.7,38.0
tt0097665,The Kill-Off,1989,6.0,150.0
tt0097666,Killer!,1990,6.3,61.0
tt0097667,Killing Dad or How to Love Your Mother,1990,4.9,87.0
tt0097668,King of the Wind,1990,6.6,161.0
tt0097675,Knyaz Udacha Andreevich,1989,6.6,33.0
tt0097676,Kogel-mogel,1988,6.8,1318.0
tt0097678,Kokoda Crescent,1989,6.0,21.0
tt0097682,Homebound,1989,6.1,133.0
tt0097683,Kramarz,1990,6.5,40.0
tt0097688,The Return of the Dead Army,1989,6.9,15.0
tt0097689,Kuarup,1989,5.6,91.0
tt0097690,Kuduz,1989,7.9,571.0
tt0097693,Kunst en Vliegwerk,1989,6.8,25.0
tt0097694,Black Rain,1989,7.9,2757.0
tt0097695,The Women on the Roof,1989,6.1,138.0
tt0097696,Kærlighed uden stop,1989,4.0,7.0
tt0097697,Könnyü vér,1990,5.7,23.0
tt0097698,L.A. Bounty,1989,4.4,241.0
tt0097699,L.A. Heat,1989,4.1,123.0
tt0097703,Lady Avenger,1988,4.5,110.0
tt0097704,The Story of Lady Chatterley,1989,4.6,106.0
tt0097705,Lady Emanuelle,1989,4.9,70.0
tt0097713,Lo foo chut gaam,1989,5.6,12.0
tt0097714,Last Exit to Brooklyn,1989,6.8,5492.0
tt0097715,The Last Warrior,1989,5.2,155.0
tt0097718,The Laughing Dead,1990,3.9,271.0
tt0097719,Laurin,1989,6.4,531.0
tt0097720,Border Shootout,1990,3.7,115.0
tt0097721,A Tale of Adam Mickiewicz's 'Forefathers' Eve',1989,6.9,211.0
tt0097722,Lean on Me,1989,7.4,17177.0
tt0097725,Leedvermaak,1989,6.5,96.0
tt0097726,Legion of Iron,1990,4.2,100.0
tt0097727,A legényanya,1989,7.5,1277.0
tt0097728,Leningrad Cowboys Go America,1989,7.0,6464.0
tt0097731,Let It Ride,1989,6.8,4899.0
tt0097734,Lethal Woman,1988,4.0,133.0
tt0097738,The Legend of the Mask,1991,6.0,54.0
tt0097742,Licence to Kill,1989,6.6,88893.0
tt0097743,Lichnoe delo Anny Akhmatovoy,1990,6.0,24.0
tt0097744,Into the Fire,1989,6.0,18.0
tt0097746,Lie ri nu wa zi,1982,6.6,13.0
tt0097752,Lightning Over Braddock: A Rustbowl Fantasy,1988,7.5,51.0
tt0097756,Listen to Me,1989,5.3,978.0
tt0097757,The Little Mermaid,1989,7.6,223414.0
tt0097758,Little Monsters,1989,6.1,10622.0
tt0097765,A Summer to Remember,1990,7.5,38.0
tt0097766,Lo que le pasó a Santiago,1989,7.1,200.0
tt0097769,The Local Stigmatic,1990,5.9,1390.0
tt0097770,Lock Up,1989,6.4,36334.0
tt0097773,Lola,1989,6.6,92.0
tt0097776,Long zhi zheng ba,1989,6.4,65.0
tt0097780,Loos,1989,6.1,138.0
tt0097781,Lords of the Deep,1989,2.6,763.0
tt0097782,Lost Angels,1989,6.2,823.0
tt0097785,Love Obsession,1989,5.8,20.0
tt0097790,Loverboy,1989,6.0,6853.0
tt0097791,Dull Ice Flower,1989,8.0,324.0
tt0097792,The Luckiest Man in the World,1989,7.4,17.0
tt0097795,La luna negra,1989,7.2,91.0
tt0097799,Lüzzas Walkman,1989,7.0,5.0
tt0097800,Mack the Knife,1989,5.7,311.0
tt0097801,The Mad Bunch,1989,3.4,49.0
tt0097804,Magdalene,1988,5.4,64.0
tt0097809,Magnús,1989,7.0,98.0
tt0097815,Major League,1989,7.2,58742.0
tt0097823,Man No Run,1989,6.9,15.0
tt0097828,Les mannequins d'osier,1989,6.1,10.0
tt0097833,March Caresses,1990,7.2,86.0
tt0097839,Marquis,1989,6.8,1113.0
tt0097843,Homework,1989,7.8,889.0
tt0097844,Masque of the Red Death,1989,3.9,288.0
tt0097845,Massacre,1989,4.2,216.0
tt0097846,Masseba,1989,5.8,32.0
tt0097849,Mat Iisusa,1991,5.1,7.0
tt0097850,¡Maten a Chinto!,1990,7.4,24.0
tt0097851,Mathilukal,1990,8.3,681.0
tt0097858,Meet the Feebles,1989,6.7,18171.0
tt0097861,Melancholia,1989,6.0,68.0
tt0097864,Meng gui hu li jing,1991,5.2,26.0
tt0097865,Meng gui shan fen,1989,6.1,14.0
tt0097868,Meng hu fa huo,1989,5.3,10.0
tt0097871,Mes meilleurs copains,1989,6.9,801.0
tt0097872,My Nights Are More Beautiful Than Your Days,1989,6.2,1472.0
tt0097873,Meskie sprawy,1989,6.5,15.0
tt0097874,Metamorphosis,1990,3.8,711.0
tt0097875,Meteo,1990,6.7,256.0
tt0097876,Midnight,1989,2.8,129.0
tt0097881,Mijn vader woont in Rio,1989,6.5,109.0
tt0097884,May Fools,1990,7.2,2426.0
tt0097885,Mind Games,1989,5.5,130.0
tt0097886,Mindfield,1989,4.6,251.0
tt0097887,Ministry of Vengeance,1989,4.3,207.0
tt0097888,Outback,1989,5.9,153.0
tt0097889,Miracle Mile,1988,7.0,8641.0
tt0097890,Miraklet i Valby,1989,5.9,217.0
tt0097891,The Misadventures of Mr. Wilt,1989,6.2,885.0
tt0097892,Miss Firecracker,1989,6.0,1830.0
tt0097893,Miss Missouri,1990,5.2,30.0
tt0097894,The Missing Reel,1997,6.9,7.0
tt0097898,Mob War,1989,2.8,123.0
tt0097900,Moitié-moitié,1989,3.7,46.0
tt0097904,Monsieur Hire,1989,7.6,5632.0
tt0097905,Monster High,1989,3.3,526.0
tt0097910,Moon 44,1990,5.1,4412.0
tt0097911,Moontrap,1989,5.0,2808.0
tt0097912,Morir en el golfo,1990,7.2,38.0
tt0097914,Fashion Crimes,1989,5.1,37.0
tt0097922,Mr. Coconut,1989,6.5,139.0
tt0097928,Murder Blues,1991,5.1,49.0
tt0097929,Non aver paura della zia Marta,1988,5.3,275.0
tt0097930,Murder Story,1989,5.5,65.0
tt0097937,My Left Foot,1989,7.9,63352.0
tt0097938,My Mom's a Werewolf,1989,4.4,955.0
tt0097942,Mystics in Bali,1981,5.7,975.0
tt0097954,Nam Angels,1989,5.2,215.0
tt0097955,Pomegranate and Cane,1989,7.6,59.0
tt0097959,Near Death,1989,8.5,169.0
tt0097965,New York Stories,1989,6.4,16182.0
tt0097968,Nezný barbar,1990,7.1,85.0
tt0097972,Night Life,1989,5.7,583.0
tt0097973,Night Shadow,1989,3.7,281.0
tt0097974,Night Terror,1989,5.4,59.0
tt0097981,A Nightmare on Elm Street 5: The Dream Child,1989,5.2,38394.0
tt0097982,Nightwish,1989,5.0,586.0
tt0097985,Niu-Peng,1989,6.1,81.0
tt0097986,Moon Child,1989,6.3,434.0
tt0097987,No Holds Barred,1989,4.4,5612.0
tt0097994,Nobody's Perfect,1990,5.7,549.0
tt0097995,Noce blanche,1989,6.9,1935.0
tt0097999,Nocny gosc,1989,6.6,9.0
tt0098000,Nocturne indien,1989,6.8,434.0
tt0098005,Nowhere to Run,1989,5.1,97.0
tt0098010,Los obsexos,1989,4.0,25.0
tt0098011,Obywatel Piszczyk,1988,6.8,162.0
tt0098014,Offerings,1989,4.6,688.0
tt0098019,Miracles,1989,7.1,4159.0
tt0098024,On the Make,1989,4.5,14.0
tt0098025,Where the Sun Beats,1989,6.9,55.0
tt0098026,One Man Force,1989,5.0,189.0
tt0098027,One Man Out,1989,4.8,54.0
tt0098033,Order of the Eagle,1989,4.6,68.0
tt0098036,Oszolomienie,1989,6.4,10.0
tt0098037,Otche nash,1989,7.5,20.0
tt0098040,Otto - Der Außerfriesische,1989,5.8,2135.0
tt0098043,"Out of Sight, Out of Mind",1990,2.5,186.0
tt0098044,Out of the Body,1989,4.2,112.0
tt0098048,Gor II,1988,2.2,1459.0
tt0098051,The Package,1989,6.4,8134.0
tt0098052,Paganini,1989,5.3,889.0
tt0098053,Pahiram ng isang umaga,1989,7.3,45.0
tt0098054,Paint It Black,1989,4.8,190.0
tt0098055,Red Wood Pigeon,1989,7.2,2143.0
tt0098056,Pan Jin Lian zhi qian shi jin sheng,1989,6.2,164.0
tt0098057,Mr. Blob in the Universe,1988,5.9,289.0
tt0098058,Pan Samochodzik i praskie tajemnice,1989,4.5,41.0
tt0098059,"Papa est parti, maman aussi",1989,6.0,47.0
tt0098060,Papeles secundarios,1989,6.4,38.0
tt0098061,Paperhouse,1988,6.7,5179.0
tt0098062,Paper Star,1989,5.8,183.0
tt0098063,Paprika,1991,5.6,3035.0
tt0098068,Parents,1989,6.2,5962.0
tt0098072,Hitcher in the Dark,1989,4.8,360.0
tt0098073,Penn & Teller Get Killed,1989,5.8,1660.0
tt0098077,Peraustrínia 2004,1990,7.0,40.0
tt0098078,Lost in New York,1989,5.8,290.0
tt0098079,Perfect Profile,1989,4.5,28.0
tt0098086,Peter och Petra,1989,5.0,174.0
tt0098087,The Little Thief,1988,7.0,1698.0
tt0098088,The Monkey Folk,1989,7.3,72.0
tt0098089,Phantom of the Mall: Eric's Revenge,1989,4.8,656.0
tt0098090,The Phantom of the Opera,1989,5.5,3526.0
tt0098094,Piano panier ou La recherche de l'équateur,1989,7.1,15.0
tt0098095,Piccoli equivoci,1989,7.0,39.0
tt0098096,Pilkarski poker,1989,7.1,609.0
tt0098097,Pink Cadillac,1989,5.4,10361.0
tt0098101,Play Me Something,1989,6.1,48.0
tt0098104,Pokhishcheniye charodeya,1989,6.2,49.0
tt0098105,Police Academy 6: City Under Siege,1989,4.4,26815.0
tt0098109,Posed for Murder,1989,4.7,84.0
tt0098110,The Initiated,1989,6.6,33.0
tt0098111,Povratak Katarine Kozul,1989,7.9,37.0
tt0098112,Powwow Highway,1989,7.2,1485.0
tt0098116,Prazská petka,1989,6.6,130.0
tt0098120,Il prete bello,1989,6.9,55.0
tt0098121,Príbeh '88,1989,5.1,11.0
tt0098122,Priceless Beauty,1988,4.7,261.0
tt0098125,Prime Suspect,1989,5.3,87.0
tt0098128,Prisoners of Inertia,1989,7.2,53.0
tt0098141,The Punisher,1989,5.7,20647.0
tt0098146,Ghostly Love,1989,4.1,14.0
tt0098147,A Terra-Cotta Warrior,1989,6.8,839.0
tt0098148,Qing yi wo xin zhi,1989,5.6,9.0
tt0098149,In Between Loves,1989,5.5,44.0
tt0098150,Magic Cop,1990,6.9,438.0
tt0098154,Quicker Than the Eye,1988,4.8,48.0
tt0098155,Pedicab Driver,1989,7.5,747.0
tt0098156,R.O.T.O.R.,1987,2.7,2679.0
tt0098157,Rabid Grannies,1988,4.9,1542.0
tt0098158,Race for Glory,1989,6.1,111.0
tt0098168,Ram Lakhan,1989,6.8,2042.0
tt0098169,The Ranch,1989,5.4,51.0
tt0098173,Rebus,1989,4.9,45.0
tt0098179,The Red Phoenix,1978,6.4,27.0
tt0098180,Red Scorpion,1988,5.2,7937.0
tt0098181,Reise ohne Wiederkehr,1991,5.1,7.0
tt0098185,A Fool and His Money,1989,3.8,456.0
tt0098188,Renegades,1989,5.4,3045.0
tt0098189,The Journey to Melonia,1989,7.5,1197.0
tt0098190,Resurrected,1989,6.0,301.0
tt0098191,Retfærdighedens rytter,1989,5.1,14.0
tt0098194,The Return of the Musketeers,1989,6.0,3114.0
tt0098197,Reunion,1989,6.7,427.0
tt0098204,Rikyu,1989,7.2,579.0
tt0098205,River of Death,1989,4.3,1005.0
tt0098206,Road House,1989,6.6,58318.0
tt0098209,Roadkill,1989,6.8,560.0
tt0098210,RobbyKallePaul,1989,6.3,103.0
tt0098211,Cyber-C.H.I.C.,1990,2.3,192.0
tt0098214,Red Dawn,1989,8.0,1372.0
tt0098220,"Mama, There's a Man in Your Bed",1989,6.8,1414.0
tt0098221,Love Circles,1985,4.2,121.0
tt0098222,Rooftops,1989,4.8,391.0
tt0098225,The Rose Garden,1989,6.9,327.0
tt0098226,Roselyne and the Lions,1989,6.1,429.0
tt0098227,Route One USA,1989,8.1,212.0
tt0098232,Ruf,1989,7.0,21.0
tt0098233,Runaway Dreams,1989,5.9,28.0
tt0098234,The Runnin' Kind,1989,6.1,88.0
tt0098235,Rush Week,1989,4.9,349.0
tt0098236,The Third Solution,1988,4.8,79.0
tt0098240,Freedom Is Paradise,1989,7.0,235.0
tt0098241,s/y Glädjen,1989,4.7,168.0
tt0098242,SV - Spalnyy vagon,1989,6.4,55.0
tt0098243,Saaya,1989,6.1,8.0
tt0098244,"Saturday, Sunday and Monday",1990,6.5,161.0
tt0098245,La salle de bain,1989,7.3,39.0
tt0098246,Salut Victor,1989,7.1,62.0
tt0098251,Blood and Sand,1989,4.7,936.0
tt0098252,Blood,1989,7.4,868.0
tt0098253,Santa Sangre,1989,7.6,17794.0
tt0098257,Savage Beach,1989,4.2,995.0
tt0098258,Say Anything...,1989,7.3,78568.0
tt0098261,Scenes from the Class Struggle in Beverly Hills,1989,6.0,1070.0
tt0098269,Schweinegeld,1989,4.4,5.0
tt0098273,Sea of Love,1989,6.8,35946.0
tt0098275,Sebastian and the Sparrow,1988,7.2,31.0
tt0098276,Second Sight,1989,4.4,1187.0
tt0098279,The Secret of the Ice Cave,1989,4.1,46.0
tt0098280,"Sitting on a Branch, Enjoying Myself",1989,7.5,409.0
tt0098282,"See No Evil, Hear No Evil",1989,6.9,45675.0
tt0098283,See You in the Morning,1989,5.7,793.0
tt0098284,Four Loves,1989,5.7,18.0
tt0098288,Senba-zuru,1989,7.4,5.0
tt0098293,The Serpent of Death,1989,4.5,119.0
tt0098298,Sha shou tian shi,1989,5.8,110.0
tt0098306,She's Back,1989,3.9,112.0
tt0098309,She-Devil,1989,5.6,15325.0
tt0098312,Shen yong fei hu ba wang hua,1989,5.2,108.0
tt0098313,Shen yong shuang mei mai,1989,5.6,92.0
tt0098314,Long Arm of the Law: Part 3,1989,6.0,97.0
tt0098315,Chinese Cop Out,1989,6.8,6.0
tt0098316,Female Reporter,1989,6.2,257.0
tt0098320,Shocker,1989,5.5,14083.0
tt0098321,Shocking Dark,1989,4.6,1051.0
tt0098322,Shôgun Iemitsu no ranshin - Gekitotsu,1989,7.0,456.0
tt0098323,Showbiz - eller hvordan bli kjendis på en-to-tre!,1989,6.6,140.0
tt0098324,If They Tell You I Fell,1989,5.8,347.0
tt0098325,Sidewalk Stories,1989,7.1,282.0
tt0098326,Seven Women,1989,5.6,28.0
tt0098327,The Seventh Continent,1989,7.8,11939.0
tt0098328,The Siege of Firebase Gloria,1989,6.9,2402.0
tt0098329,Sempre Xonxa,1989,7.4,86.0
tt0098330,Signs of Life,1989,6.1,341.0
tt0098333,Sinbad of the Seven Seas,1989,4.4,1342.0
tt0098334,A Sinful Life,1989,6.8,64.0
tt0098335,Sing,1989,7.0,668.0
tt0098343,Skin Deep,1989,6.2,3798.0
tt0098344,Skinned Alive,1990,3.4,446.0
tt0098347,Slaves of New York,1989,5.6,874.0
tt0098353,Smirennoe kladbishche,1989,6.9,38.0
tt0098354,Society,1989,6.5,12561.0
tt0098360,Violent Cop,1989,7.2,9755.0
tt0098361,Sons,1989,6.3,57.0
tt0098362,Sons of Steel,1988,6.0,83.0
tt0098369,Speed Zone,1989,4.5,2949.0
tt0098370,Spider's Web,1989,6.9,194.0
tt0098373,"Spirits of the Air, Gremlins of the Clouds",1989,6.5,467.0
tt0098374,Split,1989,5.3,141.0
tt0098375,Spontaneous Combustion,1990,4.7,2171.0
tt0098381,Stan posiadania,1989,7.1,72.0
tt0098382,Star Trek V: The Final Frontier,1989,5.5,53414.0
tt0098383,Staying Together,1989,6.3,720.0
tt0098384,Steel Magnolias,1989,7.3,43779.0
tt0098385,Stepfather II,1989,5.7,3200.0
tt0098390,The Story of Boys & Girls,1989,7.0,189.0
tt0098391,Stradivari,1988,6.4,342.0
tt0098395,Street Justice,1987,5.8,79.0
tt0098396,Street of No Return,1989,5.7,420.0
tt0098397,Superstition 2,1989,4.7,178.0
